Energy[MeV/u],Depth[mm],Sigma_fit[mm],Sigma[mm]
289.04,150.0,2.382347649839205,2.382347649839205
289.04,300.0,2.006522753206817,2.006522753206817
291.14,-300.0,3.579891388261051,3.579891388261051
291.14,-150.0,3.1531071836107123,3.1531071836107123
291.14,0.0,2.7326928924626173,2.7326928924626173
291.14,150.0,2.3504980823279853,2.3504980823279853
291.14,300.0,1.995906230703077,1.995906230703077
293.24,-300.0,3.5586583432535717,3.5586583432535717
293.24,-150.0,3.14461396560772,3.14461396560772
293.24,0.0,2.7178297609573816,2.7178297609573816
293.24,150.0,2.3441281688257414,2.3441281688257414
293.24,300.0,1.993782926202329,1.993782926202329
295.33,-300.0,3.5161922532386125,3.5161922532386125
295.33,-150.0,3.1170110070979966,3.1170110070979966
295.33,0.0,2.7093365429543894,2.7093365429543894
295.33,150.0,2.363237909332473,2.363237909332473
295.33,300.0,2.025632493713548,2.025632493713548
297.42,-300.0,3.471602858722905,3.471602858722905
297.42,-150.0,3.0830381350860296,3.0830381350860296
297.42,0.0,2.7178297609573816,2.7178297609573816
297.42,150.0,2.4205671308526675,2.4205671308526675
297.42,300.0,2.0829617152337434,2.0829617152337434
299.5,-300.0,3.475849467724401,3.475849467724401
299.5,-150.0,3.078791526084534,3.078791526084534
299.5,0.0,2.660500539437187,2.660500539437187
299.5,150.0,2.3313883418212535,2.3313883418212535
299.5,300.0,1.9959062307030768,1.9959062307030768
301.57,-300.0,3.4524931182161738,3.4524931182161738
301.57,-150.0,3.0554351765763066,3.0554351765763066
301.57,0.0,2.6286509719259676,2.6286509719259676
301.57,150.0,2.32501842831901,2.32501842831901
301.57,300.0,1.9874130127000853,1.9874130127000853
303.64,-300.0,3.4248901597064503,3.4248901597064503
303.64,-150.0,2.98961273705312,2.98961273705312
303.64,0.0,2.6201577539229755,2.6201577539229755
303.64,150.0,2.3186485148167657,2.3186485148167657
303.64,300.0,2.0638519747270117,2.0638519747270117
305.71,-300.0,3.439753291211686,3.439753291211686
